,acc_name,clean_name
785,Symbiobacterium_thermophilum_IAM,symbiobacterium_thermophilum_iam
786,Thermoanaerosceptrum_fracticalcis,thermoanaerosceptrum_fracticalcis
787,Brevibacillus_brevis_X23,brevibacillus_brevis_x23
788,Ruminiclostridium_cellobioparum_subsp.,ruminiclostridium_cellobioparum_subsp.
789,Eisenbergiella_massiliensis,eisenbergiella_massiliensis
790,Peptoanaerobacter_stomatis,peptoanaerobacter_stomatis
791,"Paenibacillus_senegalensis_JC66,",paenibacillus_senegalensis_jc66
792,Sporomusa_sphaeroides_DSM,sporomusa_sphaeroides_dsm
793,Desulfitobacterium_dehalogenans_ATCC,desulfitobacterium_dehalogenans_atcc
794,"Paenibacillus_terrae_HPL-003,",paenibacillus_terrae_hpl-003
795,leptum_DSM_753,leptum_dsm_753
796,Herbinix_luporum,herbinix_luporum
797,Candidatus_Frackibacter_sp.,candidatus_frackibacter_sp.
798,Anaerotignum_neopropionicum,anaerotignum_neopropionicum
799,viride_DSM_6836,viride_dsm_6836
800,"Desulfosporosinus_acidiphilus_SJ4,",desulfosporosinus_acidiphilus_sj4
801,Paenibacillus_macquariensis,paenibacillus_macquariensis
802,GCF_000020005.1_ASM2000v1,natranaerobius_thermophilus_jw/nm-wn-lf
803,Sporomusa_ovata_DSM,sporomusa_ovata_dsm
804,Paenibacillus_sp_GM2FR,paenibacillus_sp_gm2fr
805,Peptoniphilus_indolicus_ATCC,peptoniphilus_indolicus_atcc
806,Hungatella_effluvii,hungatella_effluvii
807,Orenia_marismortui_DSM,orenia_marismortui_dsm
808,Lachnospiraceae_bacterium_MC2017,lachnospiraceae_bacterium_mc2017
809,Paenibacillus_xerothermodurans,paenibacillus_xerothermodurans
810,Anaerococcus_vaginalis_ATCC,anaerococcus_vaginalis_atcc
811,Ruminiclostridium_cellobioparum_DSM,ruminiclostridium_cellobioparum_dsm
812,Paenibacillus_algorifonticola,paenibacillus_algorifonticola
813,"Pseudoflavonifractor_sp_Marseille-P3106,",pseudoflavonifractor_sp_marseille-p3106
814,Tumebacillus_permanentifrigoris,tumebacillus_permanentifrigoris
815,Roseburia_inulinivorans_DSM,roseburia_inulinivorans_dsm
816,Clostridium_acetobutylicum_ATCC,clostridium_acetobutylicum_atcc
817,Eubacterium_ramulus,eubacterium_ramulus
818,Alicyclobacillus_mali_NBRC,alicyclobacillus_mali_nbrc
819,Pseudobutyrivibrio_sp_MD2005,pseudobutyrivibrio_sp_md2005
820,Moorella_sp_Hama-1,moorella_sp_hama-1
821,Kineothrix_alysoides,kineothrix_alysoides
822,Paenibacillus_dauci,paenibacillus_dauci
823,"Paenibacillus_polymyxa_M1,",paenibacillus_polymyxa_m1
824,Anaerococcus_tetradius_ATCC,anaerococcus_tetradius_atcc
825,Candidatus_Dorea_massiliensis,candidatus_dorea_massiliensis
826,Anaeromassilibacillus_sp_An250,anaeromassilibacillus_sp_an250
827,"Paenibacillus_sp_cl123,",paenibacillus_sp_cl123
828,Cellulosilyticum_lentocellum_DSM,cellulosilyticum_lentocellum_dsm
829,"Clostridia_bacterium_UC5.1-1E11,",clostridia_bacterium_uc5.1-1e11
830,Paenibacillus_lactis_154,paenibacillus_lactis_154
831,"Neglecta_sp_Marseille-P3890,",neglecta_sp_marseille-p3890
832,Brevibacillus_brevis_NBRC,brevibacillus_brevis_nbrc
833,Acidibacillus_sulfuroxidans,acidibacillus_sulfuroxidans
834,Clostridium_gasigenes,clostridium_gasigenes
835,Thermoflavimicrobium_dichotomicum,thermoflavimicrobium_dichotomicum
836,Paenibacillus_antibioticophila,paenibacillus_antibioticophila
837,Flavonifractor_sp_An82,flavonifractor_sp_an82
838,Brevibacillus_borstelensis_AK1,brevibacillus_borstelensis_ak1
839,Caloramator_quimbayensis,caloramator_quimbayensis
840,"Pseudobutyrivibrio_sp_49,",pseudobutyrivibrio_sp_49
841,Blautia_hansenii_DSM,blautia_hansenii_dsm
842,Moorella_humiferrea,moorella_humiferrea
843,Alicyclobacillus_tengchongensis,alicyclobacillus_tengchongensis
844,Megasphaera_genomosp._type_1,megasphaera_genomosp._type_1
845,Dorea_formicigenerans_ATCC,dorea_formicigenerans_atcc
846,"Alkaliphilus_oremlandii_OhILAs,",alkaliphilus_oremlandii_ohilas
847,Paenibacillus_ihumii,paenibacillus_ihumii
848,"Proteiniborus_sp_DW1,",proteiniborus_sp_dw1
849,"Desulfitobacterium_hafniense_DCB-2,",desulfitobacterium_hafniense_dcb-2
850,Clostridium_haemolyticum_NCTC,clostridium_haemolyticum_nctc
851,Alicyclobacillus_ferrooxydans,alicyclobacillus_ferrooxydans
852,Desulfosporosinus_meridiei_DSM,desulfosporosinus_meridiei_dsm
853,Clostridium_sp_C105KSO13,clostridium_sp_c105kso13
854,Paenibacillus_camerounensis,paenibacillus_camerounensis
855,Desulfocucumis_palustris,desulfocucumis_palustris
856,Caldicellulosiruptor_naganoensis_NA10,caldicellulosiruptor_naganoensis_na10
857,Gorillibacterium_massiliense,gorillibacterium_massiliense
858,Mitsuokella_sp_oral,mitsuokella_sp_oral
859,Acetobacterium_woodii_DSM,acetobacterium_woodii_dsm
860,Paenibacillus_polysaccharolyticus,paenibacillus_polysaccharolyticus
861,Clostridium_sp_CL-6,clostridium_sp_cl-6
862,Marininema_mesophilum,marininema_mesophilum
863,Syntrophaceticus_schinkii,syntrophaceticus_schinkii
864,Peptoniphilus_asaccharolyticus_DSM,peptoniphilus_asaccharolyticus_dsm
865,Paenibacillus_sp_P46E,paenibacillus_sp_p46e
866,Caldanaerobius_polysaccharolyticus_DSM,caldanaerobius_polysaccharolyticus_dsm
867,Carboxydocella_thermautotrophica,carboxydocella_thermautotrophica
868,Paenibacillus_antarcticus,paenibacillus_antarcticus
869,Cohnella_panacarvi_Gsoil,cohnella_panacarvi_gsoil
870,Veillonella_sp_T11011-6,veillonella_sp_t11011-6
871,Blautia_sp_An249,blautia_sp_an249
872,Halanaerobium_congolense,halanaerobium_congolense
873,Anaerofilum_sp_An201,anaerofilum_sp_an201
874,Paenibacillus_panacisoli_DSM,paenibacillus_panacisoli_dsm
875,Peptoniphilus_coxii,peptoniphilus_coxii
876,Anaerotruncus_rubiinfantis,anaerotruncus_rubiinfantis
877,Paenibacillus_sp_BIHB4019,paenibacillus_sp_bihb4019
878,Paenibacillus_pabuli_NBRC,paenibacillus_pabuli_nbrc
879,Lactonifactor_longoviformis_DSM,lactonifactor_longoviformis_dsm
880,"Clostridiales_bacterium_VE202-26,",clostridiales_bacterium_ve202-26
881,Thermosediminibacter_oceani_DSM,thermosediminibacter_oceani_dsm
882,"Paenibacillus_sp_OK003,",paenibacillus_sp_ok003
883,"Paenibacillus_sp_BC26,",paenibacillus_sp_bc26
884,Caldicellulosiruptor_saccharolyticus_DSM,caldicellulosiruptor_saccharolyticus_dsm
885,"saccharolyticum_WM1,_complete",saccharolyticum_wm1_complete
886,Dendrosporobacter_quercicolus,dendrosporobacter_quercicolus
887,Roseburia_sp_831b,roseburia_sp_831b
888,Paenibacillus_sp_FJAT-26967,paenibacillus_sp_fjat-26967
889,Moorella_mulderi_DSM,moorella_mulderi_dsm
890,"Paenibacillus_sp_453mf,",paenibacillus_sp_453mf
891,Eubacterium_aggregans,eubacterium_aggregans
892,Aneurinibacillus_thermoaerophilus,aneurinibacillus_thermoaerophilus
893,Peptostreptococcus_russellii,peptostreptococcus_russellii
894,Lachnospiraceae_bacterium_AC2012,lachnospiraceae_bacterium_ac2012
895,Saccharibacillus_sp_O23,saccharibacillus_sp_o23
896,Butyricicoccus_pullicaecorum_DSM,butyricicoccus_pullicaecorum_dsm
897,Sporomusa_malonica,sporomusa_malonica
898,Acetohalobium_arabaticum_DSM,acetohalobium_arabaticum_dsm
899,"Ethanoligenens_harbinense_YUAN-3,",ethanoligenens_harbinense_yuan-3
900,Lachnoclostridium_sp_An131,lachnoclostridium_sp_an131
901,Paenibacillus_sp_DMB20,paenibacillus_sp_dmb20
902,Selenomonas_sp_F0473,selenomonas_sp_f0473
903,Coprococcus_eutactus,coprococcus_eutactus
904,"Kallipyga_massiliensis_ph2,",kallipyga_massiliensis_ph2
905,Sporomusa_silvacetica_DSM,sporomusa_silvacetica_dsm
906,fimetarium_DSM,fimetarium_dsm
907,Ruminococcus_flavefaciens_007c,ruminococcus_flavefaciens_007c
908,Paenibacillus_sp_1-18,paenibacillus_sp_1-18
909,Clostridium_niameyense,clostridium_niameyense
910,Selenomonas_artemidis_DSM,selenomonas_artemidis_dsm
911,"Clostridium_sp_N3C,",clostridium_sp_n3c
912,Murdochiella_vaginalis,murdochiella_vaginalis
913,Asaccharospora_irregularis_DSM,asaccharospora_irregularis_dsm
914,Butyrivibrio_sp_MB2005,butyrivibrio_sp_mb2005
915,Anaerobium_acetethylicum,anaerobium_acetethylicum
916,Veillonella_parvula_DSM,veillonella_parvula_dsm
917,Aneurinibacillus_tyrosinisolvens,aneurinibacillus_tyrosinisolvens
918,Caldicellulosiruptor_danielii,caldicellulosiruptor_danielii
919,Pseudobutyrivibrio_ruminis_AD2017,pseudobutyrivibrio_ruminis_ad2017
920,Hespellia_stercorisuis_DSM,hespellia_stercorisuis_dsm
921,Clostridium_mediterraneense,clostridium_mediterraneense
922,Schaedlerella_arabinosiphila,schaedlerella_arabinosiphila
923,Lachnoanaerobaculum_sp_ICM7,lachnoanaerobaculum_sp_icm7
924,"Paenibacillus_sp_CF095,",paenibacillus_sp_cf095
925,Lacrimispora_sphenoides,lacrimispora_sphenoides
926,"Lachnospiraceae_bacterium_YSD2013,",lachnospiraceae_bacterium_ysd2013
927,Paenibacillus_agaridevorans,paenibacillus_agaridevorans
928,Dethiosulfatibacter_aminovorans_DSM,dethiosulfatibacter_aminovorans_dsm
929,Brevibacillus_laterosporus_DSM,brevibacillus_laterosporus_dsm
930,Veillonella_montpellierensis_DSM,veillonella_montpellierensis_dsm
931,Clostridium_massiliodielmoense,clostridium_massiliodielmoense
932,Acidaminococcus_timonensis,acidaminococcus_timonensis
933,Paenibacillus_bouchesdurhonensis,paenibacillus_bouchesdurhonensis
934,Paenibacillus_chitinolyticus_NBRC,paenibacillus_chitinolyticus_nbrc
935,Eubacterium_sp_14-2,eubacterium_sp_14-2
936,"Clostridium_sp_SN20,",clostridium_sp_sn20
937,Megasphaera_paucivorans,megasphaera_paucivorans
938,Alicyclobacillus_sendaiensis_NBRC,alicyclobacillus_sendaiensis_nbrc
939,Anaerofustis_stercorihominis_DSM,anaerofustis_stercorihominis_dsm
940,Paenibacillus_sp_OV191,paenibacillus_sp_ov191
941,Dialister_succinatiphilus_YIT,dialister_succinatiphilus_yit
942,Ruminococcaceae_bacterium_Marseille-P2935,ruminococcaceae_bacterium_marseille-p2935
943,"Alkaliphilus_metalliredigens_QYMF,",alkaliphilus_metalliredigens_qymf
944,Paenibacillus_glacialis,paenibacillus_glacialis
945,Paenibacillus_flagellatus,paenibacillus_flagellatus
946,Candidatus_Arthromitus_sp.,candidatus_arthromitus_sp.
947,Lachnospiraceae_oral_taxon,lachnospiraceae_oral_taxon
948,Hungateiclostridium_saccincola,hungateiclostridium_saccincola
949,Lachnospiraceae_bacterium_NC2008,lachnospiraceae_bacterium_nc2008
950,Anaerostipes_hadrus,anaerostipes_hadrus
951,Thermoflavimicrobium_sp_FBKL4.011,thermoflavimicrobium_sp_fbkl4.011
952,Desulfosporosinus_acididurans,desulfosporosinus_acididurans
953,Clostridium_beijerinckii_HUN142,clostridium_beijerinckii_hun142
954,Anaerocolumna_jejuensis_DSM,anaerocolumna_jejuensis_dsm
955,coagulans_DSM,coagulans_dsm
956,Anaerostipes_caccae_DSM,anaerostipes_caccae_dsm
957,Butyrivibrio_hungatei_DSM,butyrivibrio_hungatei_dsm
958,Papillibacter_cinnamivorans_DSM,papillibacter_cinnamivorans_dsm
959,Acetonema_longum_DSM,acetonema_longum_dsm
960,gnavus_ATCC_29149,gnavus_atcc_29149
961,Bacillus_sp_FJAT-28004,bacillus_sp_fjat-28004
962,Novibacillus_thermophilus,novibacillus_thermophilus
963,Paenibacillus_terrae,paenibacillus_terrae
964,"Ruminococcaceae_bacterium_D5,",ruminococcaceae_bacterium_d5
965,Blautia_hydrogenotrophica_DSM,blautia_hydrogenotrophica_dsm
966,Megasphaera_micronuciformis_F0359,megasphaera_micronuciformis_f0359
967,Aneurinibacillus_soli,aneurinibacillus_soli
968,aminophilum_DSM_10710,aminophilum_dsm_10710
969,Acetobacterium_bakii,acetobacterium_bakii
970,"Thermoanaerobacter_wiegelii_Rt8.B1,",thermoanaerobacter_wiegelii_rt8.b1
971,Thermoactinomyces_sp_DSM,thermoactinomyces_sp_dsm
972,Bacillus_sp_FJAT-27264,bacillus_sp_fjat-27264
973,Paenibacillus_curdlanolyticus_YK9,paenibacillus_curdlanolyticus_yk9
974,Clostridium_sp_BL8,clostridium_sp_bl8
975,"Clostridium_sp_BNL1100,",clostridium_sp_bnl1100
976,Syntrophothermus_lipocalidus_DSM,syntrophothermus_lipocalidus_dsm
977,Thermosyntropha_lipolytica_DSM,thermosyntropha_lipolytica_dsm
978,"Lachnospiraceae_bacterium_NK3A20,",lachnospiraceae_bacterium_nk3a20
979,Terrisporobacter_glycolicus_ATCC,terrisporobacter_glycolicus_atcc
980,Clostridium_tetani,clostridium_tetani
981,"Clostridiales_bacterium_VE202-09,",clostridiales_bacterium_ve202-09
982,Enterocloster_lavalensis,enterocloster_lavalensis
983,Clostridioides_difficile,clostridioides_difficile
984,Dorea_phocaeensis,dorea_phocaeensis
985,Anaerobutyricum_hallii_DSM,anaerobutyricum_hallii_dsm
986,Ruminococcus_faecis_JCM,ruminococcus_faecis_jcm
987,Tumebacillus_algifaecis,tumebacillus_algifaecis
988,Paenibacillus_sp_VKM,paenibacillus_sp_vkm
989,Faecalibacterium_sp_An122,faecalibacterium_sp_an122
990,Emergencia_timonensis,emergencia_timonensis
991,Alicyclobacillus_montanus,alicyclobacillus_montanus
992,Clostridiaceae_bacterium_JG1575,clostridiaceae_bacterium_jg1575
993,"Butyrivibrio_sp_INlla16,",butyrivibrio_sp_inlla16
994,Cohnella_thermotolerans_DSM,cohnella_thermotolerans_dsm
995,Desulfosporosinus_sp_BG,desulfosporosinus_sp_bg
996,Peptoniphilus_grossensis,peptoniphilus_grossensis
997,Sulfobacillus_thermosulfidooxidans,sulfobacillus_thermosulfidooxidans
998,Anaerobranca_gottschalkii_DSM,anaerobranca_gottschalkii_dsm
999,"Pseudobutyrivibrio_sp_YE44,",pseudobutyrivibrio_sp_ye44
1000,Alicyclobacillus_acidocaldarius_LAA1,alicyclobacillus_acidocaldarius_laa1
1001,Lachnospiraceae_bacterium_YSB2008,lachnospiraceae_bacterium_ysb2008
1002,Paenibacillus_dakarensis,paenibacillus_dakarensis
1003,Numidum_massiliense,numidum_massiliense
1004,"rectale_ATCC_33656,",rectale_atcc_33656
1005,Paenibacillus_solani,paenibacillus_solani
1006,"Paenibacillus_sp_1_12,",paenibacillus_sp_1_12
1007,Lachnospiraceae_bacterium_TWA4,lachnospiraceae_bacterium_twa4
1008,Romboutsia_lituseburensis_DSM,romboutsia_lituseburensis_dsm
1009,Peptoniphilus_harei,peptoniphilus_harei
1010,Orenia_metallireducens,orenia_metallireducens
1011,Megasphaera_genomosp._type_2,megasphaera_genomosp._type_2
1012,Brevibacillus_fortis,brevibacillus_fortis
1013,Flavonifractor_sp_An10,flavonifractor_sp_an10
1014,Butyrivibrio_sp_XPD2002,butyrivibrio_sp_xpd2002
1015,Effusibacillus_pohliae_DSM,effusibacillus_pohliae_dsm
1016,Paenibacillus_sp_OSY-SE,paenibacillus_sp_osy-se
1017,Carboxydothermus_pertinax,carboxydothermus_pertinax
1018,Veillonella_tobetsuensis,veillonella_tobetsuensis
1019,Clostridioides_difficile_ATCC,clostridioides_difficile_atcc
1020,"Butyrivibrio_sp_INlla14,",butyrivibrio_sp_inlla14
1021,Desulfotomaculum_profundi,desulfotomaculum_profundi
1022,Romboutsia_hominis,romboutsia_hominis
1023,"Peptostreptococcaceae_bacterium_pGA-8,",peptostreptococcaceae_bacterium_pga-8
1024,Desulfosporosinus_youngiae_DSM,desulfosporosinus_youngiae_dsm
1025,"Syntrophomonas_zehnderi_OL-4,",syntrophomonas_zehnderi_ol-4
1026,Alicyclobacillus_acidoterrestris_ATCC,alicyclobacillus_acidoterrestris_atcc
1027,Paenibacillus_pasadenensis_DSM,paenibacillus_pasadenensis_dsm
1028,Pelosinus_sp_UFO1,pelosinus_sp_ufo1
1029,Thermoanaerobacterium_sp_PSU-2,thermoanaerobacterium_sp_psu-2
1030,Eubacterium_sp_ER2,eubacterium_sp_er2
1031,"Clostridiales_bacterium_SIT11,",clostridiales_bacterium_sit11
1032,Thermosinus_carboxydivorans_Nor1,thermosinus_carboxydivorans_nor1
1033,Aneurinibacillus_aneurinilyticus_ATCC,aneurinibacillus_aneurinilyticus_atcc
1034,Blautia_producta_ATCC,blautia_producta_atcc
1035,Clostridium_uliginosum,clostridium_uliginosum
1036,Syntrophomonas_palmitatica_JCM,syntrophomonas_palmitatica_jcm
1037,Paenibacillus_sp_URHA0014,paenibacillus_sp_urha0014
1038,Natronincola_ferrireducens,natronincola_ferrireducens
1039,"Mageeibacillus_indolicus_UPII9-5,",mageeibacillus_indolicus_upii9-5
1040,Paenibacillus_sonchi_X19-5,paenibacillus_sonchi_x19-5
1041,"Lachnospiraceae_bacterium_G11,",lachnospiraceae_bacterium_g11
1042,Laceyella_sediminis,laceyella_sediminis
1043,Parasporobacterium_paucivorans_DSM,parasporobacterium_paucivorans_dsm
1044,Clostridium_pasteurianum,clostridium_pasteurianum
1045,Tepidimicrobium_xylanilyticum,tepidimicrobium_xylanilyticum
1046,"Lachnospiraceae_bacterium_XBB1006,",lachnospiraceae_bacterium_xbb1006
1047,Fontibacillus_panacisegetis,fontibacillus_panacisegetis
1048,Subdoligranulum_variabile_DSM,subdoligranulum_variabile_dsm
1049,Pseudobacteroides_cellulosolvens_ATCC,pseudobacteroides_cellulosolvens_atcc
1050,Paenibacillus_sp_Soil522,paenibacillus_sp_soil522
1051,"Halanaerobium_hydrogeniformans,_complete",halanaerobium_hydrogeniformans_complete
1052,Paenibacillus_larvae_subsp.,paenibacillus_larvae_subsp.
1053,"Ruminococcus_sp_YE71,",ruminococcus_sp_ye71
1054,Gemmiger_sp_An50,gemmiger_sp_an50
1055,"Ruminococcaceae_bacterium_P7,",ruminococcaceae_bacterium_p7
1056,Pseudoflavonifractor_sp_An184,pseudoflavonifractor_sp_an184
1057,Paenibacillus_rigui,paenibacillus_rigui
1058,Butyrivibrio_hungatei_NK4A153,butyrivibrio_hungatei_nk4a153
1059,Sporolituus_thermophilus_DSM,sporolituus_thermophilus_dsm
1060,Brevibacillus_reuszeri,brevibacillus_reuszeri
1061,Mitsuokella_multacida_DSM,mitsuokella_multacida_dsm
1062,Selenomonas_ruminantium_AC2024,selenomonas_ruminantium_ac2024
1063,Anaerostipes_sp_992a,anaerostipes_sp_992a
1064,Clostridium_tunisiense_TJ,clostridium_tunisiense_tj
1065,Halanaerobium_kushneri,halanaerobium_kushneri
1066,Butyricicoccus_porcorum,butyricicoccus_porcorum
1067,"Desulfotomaculum_reducens_MI-1,",desulfotomaculum_reducens_mi-1
1068,Paenibacillus_thiaminolyticus,paenibacillus_thiaminolyticus
1069,Desulfotomaculum_nigrificans_DSM,desulfotomaculum_nigrificans_dsm
1070,Christensenella_minuta,christensenella_minuta
1071,Coprococcus_eutactus_ATCC,coprococcus_eutactus_atcc
1072,Lachnoclostridium_sp_An169,lachnoclostridium_sp_an169
1073,Paenibacillus_crassostreae,paenibacillus_crassostreae
1074,Caldicellulosiruptor_bescii_DSM,caldicellulosiruptor_bescii_dsm
1075,Anaerococcus_prevotii_ACS-065-V-Col13,anaerococcus_prevotii_acs-065-v-col13
1076,Propionispira_raffinosivorans_DSM,propionispira_raffinosivorans_dsm
1077,Alicyclobacillus_kakegawensis_NBRC,alicyclobacillus_kakegawensis_nbrc
1078,Thermoactinomyces_daqus,thermoactinomyces_daqus
1079,Clostridium_ventriculi,clostridium_ventriculi
1080,Mobilibacterium_timonense,mobilibacterium_timonense
1081,Niameybacter_massiliensis,niameybacter_massiliensis
1082,Desulfosporosinus_sp_OL,desulfosporosinus_sp_ol
1083,Pseudobutyrivibrio_ruminis_HUN009,pseudobutyrivibrio_ruminis_hun009
1084,Butyrivibrio_sp_AE3004,butyrivibrio_sp_ae3004
1085,ultunense_DSM_10521,ultunense_dsm_10521
1086,Ruminococcaceae_bacterium_D16,ruminococcaceae_bacterium_d16
1087,Paenibacillus_castaneae,paenibacillus_castaneae
1088,Clostridium_thermobutyricum_DSM,clostridium_thermobutyricum_dsm
1089,Pseudobutyrivibrio_xylanivorans_DSM,pseudobutyrivibrio_xylanivorans_dsm
1090,Roseburia_sp_499,roseburia_sp_499
1091,Brevibacillus_thermoruber_423,brevibacillus_thermoruber_423
1092,Paenibacillus_ihbetae,paenibacillus_ihbetae
1093,Aneurinibacillus_migulanus,aneurinibacillus_migulanus
1094,Intestinibacter_bartlettii_DSM,intestinibacter_bartlettii_dsm
1095,"Thermobacillus_composti_KWC4,",thermobacillus_composti_kwc4
1096,Caldisalinibacter_kiritimatiensis,caldisalinibacter_kiritimatiensis
1097,"Peptostreptococcus_sp_Marseille-P4308,",peptostreptococcus_sp_marseille-p4308
1098,Marasmitruncus_massiliensis,marasmitruncus_massiliensis
1099,Merdimonas_faecis,merdimonas_faecis
1100,Bacillus_mannanilyticus_JCM,bacillus_mannanilyticus_jcm
1101,"Paenibacillus_sp_OV219,",paenibacillus_sp_ov219
1102,"Ruminococcaceae_bacterium_YAD3003,",ruminococcaceae_bacterium_yad3003
1103,Lawsonibacter_asaccharolyticus,lawsonibacter_asaccharolyticus
1104,Desulfallas_gibsoniae_DSM,desulfallas_gibsoniae_dsm
1105,Paenibacillus_typhae,paenibacillus_typhae
1106,Clostridium_taeniosporum,clostridium_taeniosporum
1107,Halonatronum_saccharophilum_DSM,halonatronum_saccharophilum_dsm
1108,Eubacterium_ventriosum_ATCC,eubacterium_ventriosum_atcc
1109,Alkaliphilus_transvaalensis_ATCC,alkaliphilus_transvaalensis_atcc
1110,Anaerostipes_sp_494a,anaerostipes_sp_494a
1111,Lachnoclostridium_phocaeense,lachnoclostridium_phocaeense
1112,Anaerococcus_provencensis,anaerococcus_provencensis
1113,Clostridium_chromiireducens,clostridium_chromiireducens
1114,Oribacterium_asaccharolyticum_ACB7,oribacterium_asaccharolyticum_acb7
1115,Oxobacter_pfennigii,oxobacter_pfennigii
1116,Eubacterium_sp_AB3007,eubacterium_sp_ab3007
1117,Dialister_massiliensis,dialister_massiliensis
1118,Lachnospira_pectinoschiza,lachnospira_pectinoschiza
1119,Centipeda_periodontii_DSM,centipeda_periodontii_dsm
1120,Lachnospiraceae_bacterium_MD308,lachnospiraceae_bacterium_md308
1121,Alicyclobacillus_acidocaldarius_subsp.,alicyclobacillus_acidocaldarius_subsp.
1122,Calderihabitans_maritimus,calderihabitans_maritimus
1123,Paenibacillus_tianmuensis,paenibacillus_tianmuensis
1124,Ruminococcus_bromii,ruminococcus_bromii
1125,Selenihalanaerobacter_shriftii,selenihalanaerobacter_shriftii
1126,Selenomonas_ruminantium,selenomonas_ruminantium
1127,Helcococcus_kunzii_ATCC,helcococcus_kunzii_atcc
1128,Clostridium_sp_L2-50,clostridium_sp_l2-50
1129,Blautia_coccoides,blautia_coccoides
1130,Pseudobutyrivibrio_ruminis_DSM,pseudobutyrivibrio_ruminis_dsm
1131,Vallitalea_guaymasensis,vallitalea_guaymasensis
1132,Clostridioides_mangenotii_LM2,clostridioides_mangenotii_lm2
1133,Tepidibacter_thalassicus_DSM,tepidibacter_thalassicus_dsm
1134,Paenibacillus_polymyxa_ATCC,paenibacillus_polymyxa_atcc
1135,thermoalcaliphilum_DSM,thermoalcaliphilum_dsm
1136,Caloranaerobacter_azorensis_DSM,caloranaerobacter_azorensis_dsm
1137,Ruminococcus_bicirculans,ruminococcus_bicirculans
1138,Paenibacillus_sp_oral,paenibacillus_sp_oral
1139,Peptococcaceae_bacterium_CEB3,peptococcaceae_bacterium_ceb3
1140,Gorillibacterium_timonense,gorillibacterium_timonense
1141,Anaerosporobacter_mobilis_DSM,anaerosporobacter_mobilis_dsm
1142,Paenibacillus_sp_P1XP2,paenibacillus_sp_p1xp2
1143,Paenibacillus_sp_FSL,paenibacillus_sp_fsl
1144,Mogibacterium_pumilum,mogibacterium_pumilum
1145,Anaerococcus_octavius,anaerococcus_octavius
1146,Ruminococcus_albus_AD2013,ruminococcus_albus_ad2013
1147,Anaerovibrio_sp_RM50,anaerovibrio_sp_rm50
1148,Proteocatella_sphenisci_DSM,proteocatella_sphenisci_dsm
1149,Desulfosporosinus_orientis_DSM,desulfosporosinus_orientis_dsm
1150,Massilistercora_timonensis,massilistercora_timonensis
1151,"Bacterium_MS4,_whole",bacterium_ms4_whole
1152,Lachnospiraceae_bacterium_2_1_46FAA,lachnospiraceae_bacterium_2_1_46faa
1153,Bittarella_massiliensis,bittarella_massiliensis
1154,Peptoniphilus_raoultii,peptoniphilus_raoultii
1155,"Lachnospiraceae_bacterium_KH1T2,",lachnospiraceae_bacterium_kh1t2
1156,GCF_000171335.1_ASM17133v1,epulopiscium_sp_'n.t.
1157,Proteiniclasticum_ruminis,proteiniclasticum_ruminis
1158,Intestinimonas_butyriciproducens,intestinimonas_butyriciproducens
1159,Brevibacillus_panacihumi_W25,brevibacillus_panacihumi_w25
1160,"Oscillibacter_sp_PC13,",oscillibacter_sp_pc13
1161,Paenibacillus_polymyxa,paenibacillus_polymyxa
1162,Oribacterium_parvum_ACB1,oribacterium_parvum_acb1
1163,Pygmaiobacter_massiliensis,pygmaiobacter_massiliensis
1164,Gemmiger_formicilis,gemmiger_formicilis
1165,Paenibacillus_zanthoxyli_JH29,paenibacillus_zanthoxyli_jh29
1166,Kyrpidia_spormannii,kyrpidia_spormannii
1167,Tumebacillus_flagellatus,tumebacillus_flagellatus
1168,Mitsuokella_jalaludinii_DSM,mitsuokella_jalaludinii_dsm
1169,Natranaerobius_trueperi,natranaerobius_trueperi
1170,Rubeoparvulum_massiliense,rubeoparvulum_massiliense
1171,Sulfobacillus_sp_hq2,sulfobacillus_sp_hq2
1172,Veillonella_seminalis_ACS-216-V-Col6b,veillonella_seminalis_acs-216-v-col6b
1173,"Clostridium_botulinum_BKT015925,",clostridium_botulinum_bkt015925
1174,"Clostridium_sp_ND2,",clostridium_sp_nd2
1175,Butyrivibrio_sp_AE3009,butyrivibrio_sp_ae3009
1176,Paenibacillus_sp_IHB,paenibacillus_sp_ihb
1177,Lachnospiraceae_bacterium_28-4,lachnospiraceae_bacterium_28-4
1178,Paenibacillus_sabinae_T27,paenibacillus_sabinae_t27
1179,Paenibacillus_wynnii,paenibacillus_wynnii
1180,"Oscillibacter_valericigenes_Sjm18-20,",oscillibacter_valericigenes_sjm18-20
1181,"Gottschalkia_acidurici_9a,",gottschalkia_acidurici_9a
1182,Butyrivibrio_sp_VCB2006,butyrivibrio_sp_vcb2006
1183,Lachnospiraceae_bacterium_AD3010,lachnospiraceae_bacterium_ad3010
1184,Lachnospiraceae_bacterium_TF01-11,lachnospiraceae_bacterium_tf01-11
1185,Dialister_pneumosintes,dialister_pneumosintes
1186,Caldanaerobius_fijiensis_DSM,caldanaerobius_fijiensis_dsm
1187,Clostridium_liquoris,clostridium_liquoris
1188,Paenibacillus_catalpae,paenibacillus_catalpae
1189,"Thermoanaerobacterium_xylanolyticum_LX-11,",thermoanaerobacterium_xylanolyticum_lx-11
1190,Paenibacillus_alginolyticus_DSM,paenibacillus_alginolyticus_dsm
1191,Thermovenabulum_gondwanense,thermovenabulum_gondwanense
