,SUID,shared name,name,selected,EdgeCount,Indegree,Outdegree,activity,canonicalName,geneName,locus_tag.d6,sporulation,operon,Goe3_log2_fold_change,pDR110_log2_fold_change,sigF_log2_fold_change,sigG_log2_fold_change,SP10_log2_fold_change,ELDg168_log2_fold_change,ELDg169_log2_fold_change,infomap,betweenness,pagerank,novelProportion,priorProportion,0_GLay_cluster,node.shape,node.label
0,37028,BSU16110,BSU16110,False,1,1,0,target,BSU16110,dprA,A8O17_RS08375,0,sucC→topA,0.0,0.0,-3.20893076385007,0.0,0.0,-1.10711467031503,-5.01944190960187,3,0.0,0.0003267055249971527,,,,,
1,37027,BSU24400,BSU24400,False,2,2,0,target,BSU24400,spoIIIAD,A8O17_RS11765,1,spoIIIAA→spoIIIAH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0003228483475197523,,,,,
2,37025,BSU23960,BSU23960,False,1,1,0,target,BSU23960,artR,A8O17_RS11530,0,artP→artR,0.0,0.0,0.0,0.0,0.0,-6.91558552101586,-5.04831465945932,2,0.0,0.00033018904677514934,,,,,
3,37024,BSU04520,BSU04520,False,2,2,0,target,BSU04520,ydbM,A8O17_RS02495,0,ydbM,0.0,0.0,2.63689536202314,0.0,0.0,-0.7067849650213729,-0.7732997313004029,7,0.0,0.0003316516420676537,,,,,
4,37023,BSU40900,BSU40900,False,2,2,0,target,BSU40900,ssbA,A8O17_RS20220,0,rpsF→rpsR,0.0,0.0,0.0,0.0,0.0,0.0,-1.45319741047959,3,0.0,0.00032885007505795697,,,,,
5,37022,BSU33130,BSU33130,False,1,1,0,target,BSU33130,liaI,A8O17_RS16130,0,liaI→liaR,0.0,0.0,0.0,0.0,0.0,-2.52231030212332,3.12716868468055,8,0.0,0.00033849979620439964,,,,,
6,37021,BSU06740,BSU06740,False,1,1,0,target,BSU06740,yefB,A8O17_RS03585,0,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0003271515521326437,,,,,
7,37020,BSU30240,BSU30240,False,1,1,0,target,BSU30240,bioW,A8O17_RS14495,0,bioW→ytbQ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.00032942120094699487,,,,,
8,37019,BSU04530,BSU04530,False,1,1,0,target,BSU04530,fbpB,A8O17_RS02500,0,fbpA→fbpB,0.0,0.0,0.0,0.0,0.0,2.73005215372166,0.0,3,0.0,0.0003274528024776383,,,,,
9,37018,BSU24410,BSU24410,False,2,2,0,target,BSU24410,spoIIIAC,A8O17_RS11770,1,spoIIIAA→spoIIIAH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0003228483475197523,,,,,
10,37016,BSU15500,BSU15500,False,2,2,0,target,BSU15500,pyrC,A8O17_RS08070,0,pyrR→pyrE,0.0,0.0,0.0,0.0,0.0,2.67536672284426,-3.4227253802094,5,0.0,0.00033156575100779916,,,,,
11,37015,BSU18899,BSU18899,False,1,1,0,target,BSU18899,yozX,A8O17_RS09820,0,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.00032034260568959016,,,,,
12,37014,BSU33140,BSU33140,False,2,2,0,target,BSU33140,yvqJ,A8O17_RS16135,0,yvqJ,0.0,0.0,-3.97759914093449,-2.147624187,0.0,-1.03643850154398,-2.40191048981541,3,0.0,0.0003236971903696696,,,,,
13,37013,BSU16100,BSU16100,False,1,1,0,target,BSU16100,sucD,A8O17_RS08370,0,sucC→topA,0.0,0.0,-3.90016353560167,-2.844300807,0.0,0.0,-6.22472203603493,4,0.0,0.00032184734523501635,,,,,
14,37012,BSU27290,BSU27290,False,1,1,0,target,BSU27290,yrzA,A8O17_RS12960,1,yrzA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.00032219034927741166,,,,,
15,37011,BSU40910,BSU40910,False,1,1,0,target,BSU40910,rpsF,A8O17_RS20225,0,rpsF→rpsR,0.0,0.0,0.0,0.0,0.0,0.0,-1.77062815351367,5,0.0,0.00032248715575039445,,,,,
16,37010,BSU06750,BSU06750,False,1,1,0,target,BSU06750,yefC,A8O17_RS03590,0,dgkB→yeeC,0.0,0.0,0.0,0.0,0.0,0.0,-1.86928663871541,6,0.0,0.0003238343730962843,,,,,
17,37009,BSU21720,BSU21720,False,1,1,0,target,BSU21720,ypmT,A8O17_RS10360,0,ypmR→ypmT,0.0,0.0,0.0,0.0,0.0,-0.8926075558687491,-1.36218037207141,3,0.0,0.00039769405510493817,,,,,
18,37008,BSU23980,BSU23980,False,1,1,0,target,BSU23980,artP,A8O17_RS11540,0,artP→artR,0.0,0.0,-6.23858838635391,0.0,0.0,-8.45550013030388,-8.8625311044686,2,0.0,0.00033018904677514934,,,,,
19,37006,BSU24420,BSU24420,False,2,2,0,target,BSU24420,spoIIIAB,A8O17_RS11775,1,spoIIIAA→spoIIIAH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0003228483475197523,,,,,
20,37005,BSU14500,BSU14500,False,3,3,0,target,BSU14500,ykqA,A8O17_RS07545,0,kinC→ktrC,0.0,0.0,0.0,0.0,0.0,1.14255566686408,1.001514746063,2,0.0,0.0003558771664855239,,,,,
21,37004,BSU16130,BSU16130,False,1,1,0,target,BSU16130,trmFO,A8O17_RS08385,0,trmFO→codY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0003238343730962843,,,,,
22,37003,BSU16640,BSU16640,False,1,1,0,target,BSU16640,ylxP,A8O17_RS08645,0,ylxS→rbfA,0.0,0.0,6.02678915325299,4.615041873,0.0,0.0,1.09570409329524,1,0.0,0.00032221784385012044,,,,,
23,37002,BSU27280,BSU27280,False,2,2,0,target,BSU27280,yrrT,A8O17_RS12955,0,yrrT→yrhC,0.0,0.0,2.54933600415334,0.0,0.0,0.0,2.11557129781939,7,0.0,0.00033419124877042696,,,,,
24,37001,BSU15510,BSU15510,False,2,2,0,target,BSU15510,pyrAA,A8O17_RS08075,0,pyrR→pyrE,0.0,0.0,0.0,0.0,0.0,2.44254763943131,-3.72171355322881,5,0.0,0.00033156575100779916,,,,,
25,37000,BSU33110,BSU33110,False,1,1,0,target,BSU33110,liaG,A8O17_RS16120,0,liaI→liaR,0.0,0.0,0.0,0.0,0.0,0.0,0.606945533599665,8,0.0,0.00033849979620439964,,,,,
26,36999,BSU06760,BSU06760,False,1,1,0,target,BSU06760,yeeA,A8O17_RS03595,0,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0003238343730962843,,,,,
27,36998,BSU30260,BSU30260,False,6,1,5,regulator,BSU30260,msmR,A8O17_RS14505,0,None,0.0,0.0,-5.97346509277727,-3.279210233,0.0,0.0,-7.34781641947849,4,3.1439839866415614e-06,0.0003330312069061351,1.0,0.0,7.0,,
28,36996,BSU40100,BSU40100,False,2,2,0,target,BSU40100,ahpF,A8O17_RS19750,0,ahpC→ahpF,0.0,0.0,-1.63432320576824,-1.149142068,0.0,-0.955130623841017,-3.65590237487882,5,0.0,0.00036043966688363246,,,,,
29,36995,BSU23970,BSU23970,False,2,2,0,target,BSU23970,artQ,A8O17_RS11535,0,artP→artR,0.0,0.0,-5.3434191995926,0.0,0.0,-6.46333287278823,-6.707421426348199,6,0.0,0.00033368081418184346,,,,,
30,36994,BSU25010,BSU25010,False,1,1,0,target,BSU25010,yqgE,A8O17_RS12080,1,None,0.0,0.0,13.0650588890263,9.017764375,0.0,0.0,4.81217690322968,1,0.0,0.0003216467513135777,,,,,
31,36993,BSU08090,BSU08090,False,3,3,0,target,BSU08090,acoL,A8O17_RS04280,0,acoA→acoL,0.0,0.0,4.47711320714787,0.0,0.0,2.72939714365552,5.31878662642866,5,0.0,0.0003603915763359656,,,,,
32,36992,BSU24430,BSU24430,False,2,2,0,target,BSU24430,spoIIIAA,A8O17_RS11780,1,spoIIIAA→spoIIIAH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0003228483475197523,,,,,
33,36991,BSU27270,BSU27270,False,2,2,0,target,BSU27270,mtnN,A8O17_RS12950,0,yrrT→yrhC,0.0,0.0,2.01732632355859,0.0,0.0,0.0,1.12624531219264,7,0.0,0.00033419124877042696,,,,,
34,36990,BSU33120,BSU33120,False,1,1,0,target,BSU33120,liaH,A8O17_RS16125,0,liaI→liaR,0.0,0.0,0.0,0.0,0.0,-2.2121816682811,3.254807699919799,8,0.0,0.00033849979620439964,,,,,
35,36989,BSU16650,BSU16650,False,1,1,0,target,BSU16650,rbfA,A8O17_RS08650,0,ylxS→rbfA,0.0,0.0,6.32286161211954,4.647937627,0.0,0.0,1.07314420487405,3,0.0,0.0003367219455875943,,,,,
36,36988,BSU15520,BSU15520,False,2,2,0,target,BSU15520,pyrAB,A8O17_RS08080,0,pyrR→pyrE,0.0,0.0,0.0,0.0,0.0,2.08155167163322,-3.72921615037689,5,0.0,0.00033156575100779916,,,,,
37,36987,BSU06770,BSU06770,False,1,1,0,target,BSU06770,yeeB,A8O17_RS03600,0,dgkB→yeeC,0.0,0.0,0.0,0.0,0.0,0.0,1.86447801530132,1,0.0,0.0003592508710784676,,,,,
38,36986,BSU21700,BSU21700,False,6,1,5,regulator,BSU21700,ypoP,A8O17_RS10350,0,ypoP,0.0,0.0,-0.904278551126511,0.0,0.0,0.0,0.0,3,9.31550810856759e-07,0.00046469424137796485,1.0,0.0,,,
39,36985,BSU30270,BSU30270,False,3,3,0,target,BSU30270,msmE,A8O17_RS14510,0,None,0.0,0.0,-5.76539562504604,-3.303240607,0.0,0.0,-7.70946795159051,4,0.0,0.0004032434434776597,,,,,
40,36984,BSU04560,BSU04560,False,1,1,0,target,BSU04560,ddl,A8O17_RS02520,0,ddl→murF,1.22794575997258,0.0,2.63667997026766,1.059139295,0.0,0.0,0.0,2,0.0,0.0003226784251886999,,,,,
41,36983,BSU13470,BSU13470,False,1,1,0,target,BSU13470,sspD,A8O17_RS06975,1,sspD,0.0,0.0,13.0128084357076,11.55381178,0.0,0.0,5.71822550852211,1,0.0,0.0003216467513135777,,,,,
42,36982,BSU38230,BSU38230,False,2,2,0,target,BSU38230,ywcB,A8O17_RS18780,1,ywcB→ywcA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0003395557229095107,,,,,
43,36981,BSU27260,BSU27260,False,2,2,0,target,BSU27260,mccA,A8O17_RS12945,1,yrrT→yrhC,0.0,0.0,3.10238957984283,0.0,0.0,0.0,0.0,7,0.0,0.00033419124877042696,,,,,
44,36980,BSU21750,BSU21750,False,1,1,0,target,BSU21750,sco,A8O17_RS10375,0,sco→ypmT,0.0,0.0,-3.96333320452627,-3.3047817,0.0,0.0,-5.64667861626773,3,0.0,0.00032490269786001,,,,,
45,36979,BSU24440,BSU24440,False,2,2,0,target,BSU24440,yqhV,A8O17_RS11785,1,yqhV→spoIIIAH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0003228483475197523,,,,,
46,36978,BSU40940,BSU40940,False,2,2,0,target,BSU40940,yyaD,A8O17_RS20245,1,yyaD,0.0,0.0,2.90174739356408,0.0,0.0,0.0,4.15749738319398,1,0.0,0.0003228483475197523,,,,,
47,36977,BSU25000,BSU25000,False,1,1,0,target,BSU25000,pbpA,A8O17_RS12075,0,pbpA,0.0,0.0,2.67198768380126,1.352959679,0.0,0.0,-0.5931432501562911,6,0.0,0.0003297342559558709,,,,,
48,36976,BSU40139,BSU40139,False,2,2,0,target,BSU40139,yyzN,A8O17_RS19770,0,yydK→yyzN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0006170045091937296,,,,,
49,36975,BSU08080,BSU08080,False,3,3,0,target,BSU08080,acoC,A8O17_RS04275,1,acoA→acoL,0.0,0.0,4.15888128878708,0.0,0.0,2.7340865892239,5.76139194784744,5,0.0,0.0003603915763359656,,,,,
50,36974,BSU30280,BSU30280,False,1,1,0,target,BSU30280,amyD,A8O17_RS14515,0,None,0.0,0.0,-5.90667980374885,-3.200086761,0.0,0.0,-6.935000963694169,4,0.0,0.00037697889868476607,,,,,
51,36973,BSU40130,BSU40130,False,1,0,1,regulator,BSU40130,yydK,A8O17_RS19765,0,yydK→yyzN,0.0,0.0,0.0,0.0,0.0,0.0,1.72126230434396,2,0.0,0.00032034260568959016,1.0,0.0,,,
52,36972,BSU04570,BSU04570,False,2,2,0,target,BSU04570,murF,A8O17_RS02525,1,ddl→murF,3.97108902335204,0.0,1.93952639817993,1.282315413,0.0,-1.03347172265582,0.0,5,0.0,0.0003680714014757236,,,,,
53,36971,BSU13480,BSU13480,False,15,0,15,regulator,BSU13480,ykrK,A8O17_RS06980,0,ykrK,0.0,0.0,0.0,0.0,0.0,0.0,1.12923227236315,3,0.0,0.00032034260568959016,0.933333333333333,0.0666666666666667,,,
54,36970,BSU27250,BSU27250,False,2,2,0,target,BSU27250,mccB,A8O17_RS12940,1,yrrT→yrhC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.0,0.00033419124877042696,,,,,
55,36969,BSU38220,BSU38220,False,5,0,5,regulator,BSU38220,ywcC,A8O17_RS18770,0,ywcC→galT,0.0,0.0,-5.53068107672793,0.0,0.0,0.0,0.0,8,0.0,0.00032034260568959016,0.8,0.2,,,
56,36968,BSU16670,BSU16670,False,1,1,0,target,BSU16670,ribC,A8O17_RS08660,0,ribC→rpsO,0.0,0.0,1.5811877386248,0.0,0.0,1.04994104646281,0.7674126800295329,2,0.0,0.000325789762844033,,,,,
57,36967,BSU23990,BSU23990,False,1,1,0,target,BSU23990,yqiW,A8O17_RS11545,0,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0004134996943934822,,,,,
58,36966,BSU33180,BSU33180,False,1,1,0,target,BSU33180,yvrC,A8O17_RS16155,0,yvrC→yvqK,0.0,0.0,1.16537083687966,0.0,0.0,0.0,0.881993741135458,2,0.0,0.00032621040733910186,,,,,
59,36965,BSU40950,BSU40950,False,1,1,0,target,BSU40950,yyaC,A8O17_RS20250,1,yyaC,0.0,0.0,10.014919210974,5.806850963,0.0,0.0,6.71930516934102,1,0.0,0.00032329835720166204,,,,,
60,36964,BSU21760,BSU21760,False,2,2,0,target,BSU21760,ypmP,A8O17_RS10385,0,ilvA→ypmP,0.0,0.0,-5.53742089219992,-2.777282232,0.0,0.0,-5.14898339143153,9,0.0,0.0003301797777291602,,,,,
61,36963,BSU08070,BSU08070,False,3,3,0,target,BSU08070,acoB,A8O17_RS04270,0,acoA→acoL,0.0,0.0,4.32277345387305,0.0,0.0,2.91162824050773,6.39073640765279,5,0.0,0.0003603915763359656,,,,,
62,36962,BSU30290,BSU30290,False,2,2,0,target,BSU30290,amyC,A8O17_RS14520,0,None,0.0,0.0,-6.1059708258256,-2.943090843,0.0,0.0,-7.28576793600726,4,0.0,0.00040173870393223353,,,,,
63,36960,BSU38229,BSU38229,False,1,1,0,target,BSU38229,slrA,A8O17_RS18775,0,slrA,0.0,0.0,-4.68497403033518,0.0,0.0,0.0,-2.34333326391734,8,0.0,0.00038843207012012566,,,,,
64,36959,BSU08970,BSU08970,False,1,1,0,target,BSU08970,prkA,A8O17_RS04835,1,prkA,0.0,0.0,0.0,0.0,0.0,-1.39910197247415,3.65472386583833,1,0.0,0.0003215442018957648,,,,,
65,36958,BSU06710,BSU06710,False,1,1,0,target,BSU06710,swrC,A8O17_RS03570,0,swrC,0.0,0.0,-2.86854881392484,-1.545084041,0.0,-0.7040143575501808,-3.750927873315661,4,0.0,0.00037124720816570717,,,,,
66,36957,BSU33150,BSU33150,False,1,1,0,target,BSU33150,yvqK,A8O17_RS16140,0,yvrC→yvqK,0.0,0.0,2.66716287435524,0.0,0.0,0.0,0.0,4,0.0,0.000337364971797224,,,,,
67,36956,BSU13490,BSU13490,False,2,2,0,target,BSU13490,htpX,A8O17_RS06985,1,htpX,0.0,0.0,0.0,0.0,0.0,-1.05199035689351,-1.70407996305694,3,0.0,0.00034628144928217514,,,,,
68,36955,BSU27240,BSU27240,False,2,2,0,target,BSU27240,yrhC,A8O17_RS12935,0,yrrT→yrhC,0.0,0.0,0.0,0.0,0.0,0.0,-3.40842093139696,7,0.0,0.00033419124877042696,,,,,
69,36954,BSU08060,BSU08060,False,3,3,0,target,BSU08060,acoA,A8O17_RS04265,0,acoA→acoL,0.0,0.0,0.0,0.0,0.0,2.964261048707379,6.703285011475629,5,0.0,0.0003603915763359656,,,,,
70,36953,BSU12400,BSU12400,False,3,3,0,target,BSU12400,yjnA,A8O17_RS06620,1,yjnA,0.0,0.0,2.83310037828791,1.609586581,0.0,0.0,1.25474158220207,5,0.0,0.00033740439245789027,,,,,
71,36952,BSU16170,BSU16170,False,133,1,132,regulator,BSU16170,codY,A8O17_RS08405,1,trmFO→codY,0.0,0.0,4.69334561469323,2.193021,0.0,0.0,2.01148926535398,2,4.908108334701549e-05,0.00032329835720166204,0.265151515151515,0.734848484848485,4.0,,
72,36951,BSU35520,BSU35520,False,1,1,0,target,BSU35520,tagV,A8O17_RS17360,0,yvyE→tagV,0.0,0.0,2.08135803369612,0.0,0.0,0.0,2.84438278318353,2,0.0,0.0003222302399572917,,,,,
73,36950,BSU40920,BSU40920,False,1,1,0,target,BSU40920,yyaF,A8O17_RS20230,0,yyaF→rpsR,0.0,0.0,-2.18432583232801,-1.203360667,-1.06379811421615,-1.38242658702164,-0.9987930674064059,3,0.0,0.0003267055249971527,,,,,
74,36949,BSU21730,BSU21730,False,1,1,0,target,BSU21730,ypmS,A8O17_RS10365,0,ypmR→ypmT,0.0,0.0,-2.32967155805439,-2.07130463,0.0,-0.756978155381303,-4.02883433189788,3,0.0,0.00033145329434974656,,,,,
75,36948,BSU08980,BSU08980,False,1,1,0,target,BSU08980,yhbH,A8O17_RS04840,1,yhbH,0.0,0.0,3.98057184646401,0.0,0.0,0.0,5.8670992368396,1,0.0,0.0003215442018957648,,,,,
76,36947,BSU40150,BSU40150,False,2,2,0,target,BSU40150,yydI,A8O17_RS19780,0,yydF→yydJ,0.0,0.0,-3.13665534900046,-2.073625313,0.0,0.0,-6.77390012204355,3,0.0,0.0003295912091797436,,,,,
77,36945,BSU06720,BSU06720,False,1,1,0,target,BSU06720,dgkB,A8O17_RS03575,0,dgkB→yeeC,0.0,0.0,0.0,0.0,0.0,0.8160210890968209,0.824511376314737,2,0.0,0.0003226784251886999,,,,,
78,36944,BSU39690,BSU39690,False,2,2,0,target,BSU39690,iolH,A8O17_RS19540,0,iolA→iolJ,0.0,0.0,-5.24675499082242,0.0,0.0,-1.09703392120235,-3.63311712916497,4,0.0,0.0003345359464515613,,,,,
79,36943,BSU40939,BSU40939,False,1,1,0,target,BSU40939,yyzM,A8O17_RS20240,0,yyzM→rpsR,0.0,0.0,0.0,0.0,0.0,0.0,3.89659000978243,2,0.0,0.0003226784251886999,,,,,
80,36942,BSU04590,BSU04590,False,1,1,0,target,BSU04590,ydbS,A8O17_RS02535,0,ydbS→ydbT,0.0,0.0,0.0,0.0,0.0,-1.32335591809412,-2.47279168771539,2,0.0,0.00033028482023521045,,,,,
81,36940,BSU14550,BSU14550,False,1,1,0,target,BSU14550,ykrA,A8O17_RS07570,0,ykrA,0.0,0.0,1.70030312750401,0.0,0.0,0.7606829896216061,1.74122112268462,2,0.0,0.00032621040733910186,,,,,
82,36939,BSU08050,BSU08050,False,1,1,0,target,BSU08050,yfjL,A8O17_RS04260,0,yfjM→yfjL,0.0,0.0,-2.96436208994048,0.0,0.0,0.0,0.0,4,0.0,0.0003657355819766138,,,,,
83,36938,BSU40930,BSU40930,False,1,1,0,target,BSU40930,yyaE,A8O17_RS20235,1,yyzM→rpsR,0.0,0.0,0.0,0.0,0.0,0.0,0.9204704953677421,2,0.0,0.0003226784251886999,,,,,
84,36937,BSU35510,BSU35510,False,1,1,0,target,BSU35510,yvyE,A8O17_RS17355,0,yvyE→tagV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0003222302399572917,,,,,
85,36936,BSU38200,BSU38200,False,1,1,0,target,BSU38200,galK,A8O17_RS18760,0,ywcC→galT,0.0,0.0,-1.946310649207,-1.24206338,0.0,0.0,0.0,4,0.0,0.00032184734523501635,,,,,
86,36935,BSU08990,BSU08990,False,8,3,5,regulator,BSU08990,yhbI,A8O17_RS04850,0,yhbI→yhcC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2.6782085812131822e-06,0.0005538318835286856,1.0,0.0,8.0,,
87,36934,BSU21740,BSU21740,False,1,1,0,target,BSU21740,ypmR,A8O17_RS10370,0,ypmR→ypmT,0.0,0.0,-4.09885258674046,-1.909085058,0.0,-0.626480087880715,-5.23148507727772,3,0.0,0.00033145329434974656,,,,,
88,36933,BSU40140,BSU40140,False,2,2,0,target,BSU40140,yydJ,A8O17_RS19775,0,yydF→yydJ,0.0,0.0,-4.39062645926799,-2.44371512,0.0,0.0,-7.94466154027062,3,0.0,0.0003295912091797436,,,,,
89,36932,BSU06730,BSU06730,False,1,1,0,target,BSU06730,rlmCD,A8O17_RS03580,0,dgkB→yeeC,0.0,0.0,1.30228728712867,1.320277583,0.0,0.0,1.4042921809689,6,0.0,0.0003238343730962843,,,,,
90,36931,BSU10850,BSU10850,False,2,2,0,target,BSU10850,iolX,A8O17_RS05775,0,iolX,0.0,0.0,-3.5770917821665,-2.800460294,0.0,-2.16334670259309,-4.1334271190013,4,0.0,0.0003345359464515613,,,,,
91,36930,BSU09165,BSU09165,False,2,2,0,target,BSU09165,yhcO,A8O17_RS04935,1,yhcO,0.0,0.0,4.97633387555783,3.990626028,0.0,0.0,2.55427524252178,1,0.0,0.0003233919454835863,,,,,
92,36929,BSU40170,BSU40170,False,1,1,0,target,BSU40170,yydG,A8O17_RS19790,0,yydF→yydJ,0.0,0.0,-7.32082420228584,-3.667626905,0.0,0.0,-6.33423470374764,3,0.0,0.00032180955610196807,,,,,
93,36928,BSU14569,BSU14569,False,1,1,0,target,BSU14569,ykzV,A8O17_RS07580,1,ykzV,0.0,0.0,6.31688597450345,0.0,0.0,0.0,3.46313266474654,1,0.0,0.00032219034927741166,,,,,
94,36927,BSU07020,BSU07020,False,1,1,0,target,BSU07020,yesT,A8O17_RS03735,0,rhgR→yesZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0003327762933653404,,,,,
95,36926,BSU15570,BSU15570,False,1,1,0,target,BSU15570,cysH,A8O17_RS08105,0,cysH→ylnF,0.0,0.0,-3.94278063282437,-2.997620393,0.0,0.0,-6.06858078623914,7,0.0,0.00032582958252284943,,,,,
96,36925,BSU17240,BSU17240,False,3,3,0,target,BSU17240,ymzB,A8O17_RS08880,0,ymzB,0.0,0.0,4.04162594783363,2.485125316,0.0,0.0,1.78899109797304,3,0.0,0.0003414748018375144,,,,,
97,36924,BSU03940,BSU03940,False,1,1,0,target,BSU03940,ycnI,A8O17_RS02180,0,ycnK→ycnI,0.0,0.0,-1.72980895971385,0.0,0.0,0.0,0.0,3,0.0,0.0004589964868424336,,,,,
98,36923,BSU14560,BSU14560,False,1,1,0,target,BSU14560,ykrB,A8O17_RS07575,1,None,0.0,0.0,3.08113244610483,0.0,0.0,0.0,1.70251016886405,7,0.0,0.0003287042719371677,,,,,
99,36922,BSU13430,BSU13430,False,1,1,0,target,BSU13430,ykoX,A8O17_RS06955,0,ykoX→ykoY,0.0,0.0,0.0,0.0,0.0,0.0,-0.69692999708779,3,0.0,0.00033849979620439964,,,,,
100,36921,BSU40980,BSU40980,False,2,2,0,target,BSU40980,yyaB,A8O17_RS20265,0,yyaB,0.0,0.0,-3.75150586049969,-1.760173349,0.0,0.0,-3.75830364901074,4,0.0,0.0003638109632488874,,,,,
101,36920,BSU21790,BSU21790,False,2,2,0,target,BSU21790,yplQ,A8O17_RS10400,0,yplP→yplQ,0.0,0.0,3.68776911795827,2.00880959,0.0,0.0,1.248955575116,3,0.0,0.00048663411205719767,,,,,
102,36919,BSU22390,BSU22390,False,1,1,0,target,BSU22390,ypmA,A8O17_RS10715,0,ympA→aspB,0.0,0.0,2.83694543795933,0.0,0.0,1.15270867994079,0.0,2,0.0,0.0003226784251886999,,,,,
103,36918,BSU24480,BSU24480,False,2,2,0,target,BSU24480,yqhR,A8O17_RS11805,1,yqhR→efp,0.0,0.0,10.8570982829178,6.844109764,0.0,0.0,6.56917459935005,1,0.0,0.00032460250282564956,,,,,
104,36917,BSU07800,BSU07800,False,3,3,0,target,BSU07800,treP,A8O17_RS04125,0,treP→treR,0.0,0.0,1.53786530675405,1.759111996,0.0,0.0,1.50249684899626,4,0.0,0.00039610294103119075,,,,,
105,36916,BSU16190,BSU16190,False,1,1,0,target,BSU16190,flgC,A8O17_RS08415,0,flgB→swrB,0.0,0.0,-4.49302141287719,-2.85315599,0.0,0.0,-4.68391388792584,2,0.0,0.0003234438768110229,,,,,
106,36915,BSU07010,BSU07010,False,24,1,23,regulator,BSU07010,yesS,A8O17_RS03730,0,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.6782085812131822e-06,0.0003363636561438338,0.695652173913043,0.304347826086957,,,
107,36914,BSU40160,BSU40160,False,2,2,0,target,BSU40160,yydH,A8O17_RS19785,0,yydF→yydJ,0.0,0.0,-5.39293294699342,-2.246305106,0.0,0.0,-5.684659845049389,3,0.0,0.0003295912091797436,,,,,
108,36913,BSU03930,BSU03930,False,1,1,0,target,BSU03930,gdh,A8O17_RS02175,1,glcU→gdh,0.0,0.0,13.6855339964468,9.356143254,0.0,0.0,5.35008327002504,1,0.0,0.0003216467513135777,,,,,
109,36912,BSU15580,BSU15580,False,1,1,0,target,BSU15580,cysP,A8O17_RS08110,0,cysH→ylnF,0.0,0.0,-4.01238659493784,-2.479396164,0.0,0.0,-5.98818139130368,7,0.0,0.00032582958252284943,,,,,
110,36911,BSU13440,BSU13440,False,1,1,0,target,BSU13440,ykoY,A8O17_RS06960,1,ykoY,0.0,0.0,0.0,0.0,0.0,0.0,-1.15505156259349,2,0.0,0.00033189879517852054,,,,,
111,36910,BSU16180,BSU16180,False,1,1,0,target,BSU16180,flgB,A8O17_RS08410,0,flgB→swrB,0.0,0.0,-3.96652553303706,-3.193017093,0.0,0.0,-4.37273126450544,2,0.0,0.0003234438768110229,,,,,
112,36909,BSU28340,BSU28340,False,2,2,0,target,BSU28340,ysnF,A8O17_RS13525,0,ysnF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0003393401198025715,,,,,
113,36908,BSU24490,BSU24490,False,2,2,0,target,BSU24490,yqhQ,A8O17_RS11810,1,yqhQ→yqhP,0.0,0.0,0.933193832990878,0.0,0.0,0.0,0.7533729202045452,8,0.0,0.0003414555477164715,,,,,
114,36907,BSU07810,BSU07810,False,2,2,0,target,BSU07810,treA,A8O17_RS04130,0,treP→treR,0.0,0.0,1.496526449503,1.654562301,0.0,0.0,2.03844338279714,4,0.0,0.00038557844877712156,,,,,
115,36906,BSU03920,BSU03920,False,1,1,0,target,BSU03920,glcU,A8O17_RS02170,1,glcU→gdh,0.0,0.0,14.2781440815088,9.129883247,0.0,0.0,5.58173352811632,1,0.0,0.0003216467513135777,,,,,
116,36905,BSU23900,BSU23900,False,1,1,0,target,BSU23900,yqjF,A8O17_RS11495,0,yqjF,0.0,0.0,4.07917984830395,2.71568931,0.0,0.0,3.65656123426578,1,0.0,0.00032221784385012044,,,,,
117,36904,BSU07000,BSU07000,False,1,1,0,target,BSU07000,yesR,A8O17_RS03725,0,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0003327762933653404,,,,,
118,36903,BSU09140,BSU09140,False,3,3,0,target,BSU09140,yhcM,A8O17_RS04925,1,yhcM,0.0,0.0,13.4602410232165,10.42100431,0.0,1.45464815776747,6.63040737907109,1,0.0,0.00032647774098617984,,,,,
